_id	Regional	Ano	Mês	Data	Ocorrencia	Solicitacao	Endereco	Bairro	Localidade	Grau_de_Risco	Data_da_Acao	Tipo_da_Acao	Quantidade	Altura	Largura	Area_m
13984	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Caminho da Areinha, #$[	Varzea	Barreiras	R3	2021-12-06T00:00:00	Mapeamento de Area de Risco				0
13985	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Abaira, `=-[	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
13986	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Abaira, ?_$.	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
13987	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Abaira, >#'\	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
13988	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Monteiropolis, $!>=	Varzea	Barreiras	R3	2021-12-06T00:00:00	Mapeamento de Area de Risco				0
13989	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Abaira, @}>	Varzea	Barreiras	R3	2021-12-06T00:00:00	Mapeamento de Area de Risco				0
13990	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Satuba, 9<-%	Varzea	Barreiras	R3	2021-12-06T00:00:00	Mapeamento de Area de Risco				0
13991	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Abaira, %$<!	Varzea	Barreiras	R3	2021-12-06T00:00:00	Mapeamento de Area de Risco				0
13992	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Abaira, .<^&	Varzea	Barreiras	R3	2021-12-06T00:00:00	Mapeamento de Area de Risco				0
13993	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Abaira, ^[{	Varzea	Barreiras	R3	2021-12-06T00:00:00	Mapeamento de Area de Risco				0
13994	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Caminho da Areinha, {})!	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
13995	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Caminho da Areinha, #^>	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
13996	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Caminho da Areinha, ~|}[	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
13997	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Joaquim Ribeiro, /@9=	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
13998	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	"Rua Joaquim Ribeiro, #""#~"	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
13999	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	"Rua Mata Grande, +?""]"	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
14000	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	"Rua Mata Grande, ""#*9"	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
14001	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Mata Grande, #_|/	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
14002	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chavess/N, `=-[	Cohab	Jardim Monte Verde	""	2021-12-06T00:00:00	Acoes de Porta-Porta				0
14003	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Lajedinho, @}>	Guabiraba	Corrego da Loura	R2	2021-12-06T00:00:00	Atendimento Social				0
14004	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Sebastiao Chaves, ?_$.	Cohab	Jardim Monte Verde	""	2021-12-06T00:00:00	Acoes de Porta-Porta				0
14005	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	1ª Tarvessa Engenho Noruega, $!>=	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14006	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Maria dos Prazeres Serafim, %$<!	Dois Unidos	Alto do Capitao	""	2021-12-06T00:00:00	""				0
14007	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Maria dos Prazeres Serafim, .<^&	Dois Unidos	Alto do Capitao	""	2021-12-06T00:00:00	""				0
14008	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Maria dos Prazeres Serafim, ^[{	Dois Unidos	Alto do Capitao	""	2021-12-06T00:00:00	""				0
14009	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Etelvina de Oliveira, {})!	Dois Unidos	Alto do Capitao	""	2021-12-06T00:00:00	""				0
14010	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	1ª Travessa da Rua E Padre Cicero, #^>	Dois Unidos	Alto do Maracana	""	2021-12-06T00:00:00	""				0
14011	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Colocação de Lonas Plásticas	Alto do Reservatorio, ~|}[	Nova Descoberta	Alto do Reservatorio	""	2021-12-06T00:00:00	""	1	25	8	200
14012	Nordeste	2021	Dezembro	2021-12-06T00:00:00	Imóveis com Danos / Risco	Vistoria	Rua Acafrao, /@9=	Nova Descoberta	Corrego da Areia	R3	2021-12-06T00:00:00	Atendimento Social				0
14013	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Tupanci, 9<-%	Bomba do Hemeterio	Corrego Antonio Rodrigues	""	2021-12-06T00:00:00	""				0
14014	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	"Avenida Vereador Otacilio de Azevedo, #""#~"	Guabiraba	Corrego Jose Idalino	R2	2021-12-06T00:00:00	Atendimento Social				0
14015	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	"2ª Travessa Avares Florense, ""#*9"	Guabiraba	Corrego do Jenipapo	R2	2021-12-06T00:00:00	Atendimento Social				0
14016	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	2ª Travessa Avares Florense, #_|/	Guabiraba	Corrego do Jenipapo	R2	2021-12-06T00:00:00	Atendimento Social				0
14017	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	2ª Travessa Avares Florense, .[?	Guabiraba	Corrego do Jenipapo	R2	2021-12-06T00:00:00	Atendimento Social				0
14018	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Lajedinho, #$[	Guabiraba	Corrego da Loura	R2	2021-12-06T00:00:00	Atendimento Social				0
14019	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Lajedinho, `=-[	Guabiraba	Corrego da Loura	R2	2021-12-06T00:00:00	Atendimento Social				0
14020	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Lajedinho, ?_$.	Guabiraba	Corrego da Loura	R2	2021-12-06T00:00:00	Atendimento Social				0
14021	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Lajedinho, >#'\	Guabiraba	Corrego da Loura	R2	2021-12-06T00:00:00	Atendimento Social				0
14022	Nordeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	"Rua Antonio Dias Adorno, +?""]"	Guabiraba	Corrego do Jenipapo	R2	2021-12-06T00:00:00	Atendimento Social				0
14023	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Tupanci, @}>	Bomba do Hemeterio	Corrego Antonio Rodrigues	""	2021-12-06T00:00:00	""				0
14024	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Vencedora, $!>=	Linha do Tiro	Corrego do Tiro	""	2021-12-06T00:00:00	""				0
14025	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Vencedora, >#'\	Linha do Tiro	Corrego do Tiro	""	2021-12-06T00:00:00	""				0
14026	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	1ª Travessa da Rua Engenho Noruega, @}>	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14027	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	1ª Travessa da Rua Engenho Noruega, 9<-%	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14028	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	1ª Travessa da Rua Engenho Noruega, %$<!	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14029	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chaves, .<^&	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14030	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chaves, ^[{	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14031	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chaves Em Frente Em, {})!	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14032	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chaves, #^>	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14033	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chaves, ~|}[	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14034	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chaves Por Tras Do, /@9=	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14035	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	"Rua Sebastiao Chaves, #""#~"	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14036	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	"Rua Sebastiao Chaves, +?""]"	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14037	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	"Rua Sebastiao Chavess/N, ""#*9"	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14038	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Sebastiao Chaves, #_|/	Cohab	Jardim Monte Verde	""	2021-12-06T00:00:00	Identificacao de Novas Ocupacoes / Reocupacoes				0
14039	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chaves, .[?	Cohab	Jardim Monte Verde	R3	2021-12-06T00:00:00	Analise Visual Estrutural				0
14040	Norte	2021	Dezembro	2021-12-06T00:00:00	""	""	Rua Arapixuma, #$[	Bomba do Hemeterio	Bomba do Hemeterio	""	2021-12-06T00:00:00	Remocao de Entulhos				0
14041	Norte	2021	Dezembro	2021-12-06T00:00:00	""	Colocação de Lonas Plásticas	4ª Travessa Corrego Sao Jose, `=-[	Dois Unidos	Corrego Sao Jose	""	2021-12-06T00:00:00	""	3	20	8	480
14042	Norte	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Candomble, ?_$.	Linha do Tiro	Sem Localidade	""	2021-12-06T00:00:00	""				0
14043	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Monitoramento	Rua Sebastiao Chaves, >#'\	Cohab	Jardim Monte Verde	""	2021-12-06T00:00:00	Acoes de Porta-Porta				0
14044	Oeste	2021	Dezembro	2021-12-06T00:00:00	""	Vistoria	Rua Satuba, #$[	Varzea	Barreiras	""	2021-12-06T00:00:00	Atendimento Social				0
14045	Sul	2021	Dezembro	2021-12-03T00:00:00	""	Monitoramento	1ª Travessa Joao Cordeiro de Souza, #^>	Cohab	Lagoa Encantada	""	2021-12-03T00:00:00	Analise Visual Estrutural				0
14046	Sul	2021	Dezembro	2021-12-03T00:00:00	""	Monitoramento	Rua Palmelo, /@9=	Cohab	Lagoa Encantada	""	2021-12-03T00:00:00	Mapeamento de Area de Risco				0
14047	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, $!>=	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14048	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, @}>	Cohab	Ur 12	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14049	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, 9<-%	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14050	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, %$<!	Cohab	Ur 12	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14051	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, .<^&	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14052	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, ^[{	Cohab	Ur 12	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14053	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, {})!	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14054	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, >#'\	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14055	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, #^>	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14056	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, /@9=	Cohab	Ur 12	R1	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14057	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	"Avenida Joao Rio Branco de Lima, #""#~"	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14058	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	"Avenida Joao Rio Branco de Lima, +?""]"	Cohab	Ur 12	R1	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14059	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	"Avenida Joao Rio Branco de Lima, ""#*9"	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14060	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, #_|/	Cohab	Ur 12	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14061	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, .[?	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14062	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, #$[	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14063	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, ~|}[	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14064	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, ?_$.	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14065	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, `=-[	Cohab	Ur 12	R1	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14066	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, #$[	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14067	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Rua Rio Piracicaba, ?_$.	Ibura	Vila do Sesi	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14068	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Rio Piracicaba, >#'\	Ibura	Vila do Sesi	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14069	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Rua Rio Piracicaba, $!>=	Ibura	Vila do Sesi	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14070	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Rio Piracicaba, @}>	Ibura	Vila do Sesi	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14071	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Rua Rio Piracicaba, 9<-%	Ibura	Vila do Sesi	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14072	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Rio Piracicaba, %$<!	Ibura	Vila do Sesi	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14073	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Rua Rio Piracicaba, .<^&	Ibura	Vila do Sesi	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14074	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Rio Piracicaba, ^[{	Ibura	Vila do Sesi	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14075	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Rua Rio Piracicaba, {})!	Ibura	Vila do Sesi	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14076	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Travessa Joao Rio Branco de Lima, #^>	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14077	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Travessa Joao Rio Branco de Lima, ~|}[	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14078	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Travessa Joao Rio Branco de Lima, /@9=	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14079	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	"Travessa Joao Rio Branco de Lima, #""#~"	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14080	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	"Travessa Joao Rio Branco de Lima, +?""]"	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14081	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	"Travessa Joao Rio Branco de Lima, ""#*9"	Cohab	Ur 12	R1	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14082	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Travessa Joao Rio Branco de Lima, #_|/	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14083	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Travessa Joao Rio Branco de Lima, .[?	Cohab	Ur 12	R1	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14084	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, `=-[	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14085	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Rio Piracicaba, `=-[	Ibura	Vila do Sesi	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14086	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, ?_$.	Cohab	Ur 12	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14087	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, $!>=	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14088	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Travessa Dep. Joaquim Coutinho, %$<!	Jordao	Jordao Alto	""	2021-12-02T00:00:00	Analise Visual Estrutural				0
14089	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Travessa Dep. Joaquim Coutinho, .<^&	Cohab	Lagoa Encantada	""	2021-12-02T00:00:00	Atendimento Social				0
14090	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Travessa Dep. Joaquim Coutinho, ^[{	Cohab	Lagoa Encantada	""	2021-12-02T00:00:00	Analise Visual Estrutural				0
14091	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Angatuba, {})!	Ibura	Alto da Esperanca	""	2021-12-02T00:00:00	Atendimento Social				0
14092	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Rua Angatuba, #^>	Ibura	Alto da Esperanca	""	2021-12-02T00:00:00	Analise Visual Estrutural				0
14093	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	2ª Travessa Garanhuns, ~|}[	Jordao	Jordao Alto	""	2021-12-02T00:00:00	Atendimento Social				0
14094	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	2ª Travessa Garanhuns, /@9=	Jordao	Jordao Alto	""	2021-12-02T00:00:00	Analise Visual Estrutural				0
14095	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Travessa Dep. Joaquim Coutinho, 9<-%	Jordao	Jordao Alto	""	2021-12-02T00:00:00	Atendimento Social				0
14096	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	"Avenida Ministro Apolonio Sales, #""#~"	Jordao	Jordao Alto	""	2021-12-02T00:00:00	Atendimento Social				0
14097	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	"Rua Regente Feijo, ""#*9"	Ibura	Ibura de Baixo	""	2021-12-02T00:00:00	Atendimento Social				0
14098	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Vistoria	Rua Regente Feijo, #_|/	Ibura	Ibura de Baixo	R3	2021-12-02T00:00:00	Analise Visual Estrutural				0
14099	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Satiro Dias, .[?	Ibura	Ibura de Baixo	""	2021-12-02T00:00:00	Atendimento Social				0
14100	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Vistoria	Rua Satiro Dias, #$[	Ibura	Ibura de Baixo	R3	2021-12-02T00:00:00	Analise Visual Estrutural				0
14101	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Petrolandia, `=-[	Jordao	Jordao Alto	""	2021-12-02T00:00:00	Atendimento Social				0
14102	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Vistoria	Rua Petrolandia, ?_$.	Jordao	Jordao Alto	R3	2021-12-02T00:00:00	Analise Visual Estrutural				0
14103	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Odilon Barbosa, >#'\	Cohab	Lagoa Encantada	""	2021-12-02T00:00:00	Corte de Arvores	1			0
14104	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	"Avenida Ministro Apolonio Sales, +?""]"	Jordao	Jordao Alto	""	2021-12-02T00:00:00	Analise Visual Estrutural				0
14105	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	1ª Travessa Dep. Joaquim Coutinho, @}>	Cohab	Lagoa Encantada	""	2021-12-02T00:00:00	Analise Visual Estrutural				0
14106	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	1ª Travessa Dep. Joaquim Coutinho, $!>=	Cohab	Lagoa Encantada	""	2021-12-02T00:00:00	Atendimento Social				0
14107	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Rua Cap. Luiz Malheiros, >#'\	Cohab	Ur 05	""	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14108	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, @}>	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14109	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, 9<-%	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14110	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, %$<!	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14111	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, .<^&	Cohab	Ur 12	R3	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14112	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, ^[{	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14113	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, {})!	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14114	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, #^>	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14115	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Avenida Joao Rio Branco de Lima, ~|}[	Cohab	Ur 12	R2	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14116	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Avenida Joao Rio Branco de Lima, /@9=	Cohab	Ur 12	""	2021-12-02T00:00:00	Acoes de Porta-Porta				0
14117	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	"Avenida Joao Rio Branco de Lima, #""#~"	Cohab	Ur 12	R1	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14118	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	"Rua Emelia, +?""]"	Cohab	Ur 05	""	2021-12-02T00:00:00	Atendimento Social				0
14119	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	"Rua Emelia, ""#*9"	Cohab	Ur 05	""	2021-12-02T00:00:00	Atendimento Social				0
14120	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Avelino Chaves, #_|/	Ibura	Ibura de Baixo	""	2021-12-02T00:00:00	Atendimento Social				0
14121	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Francisco Beltrao, .[?	Ibura	Ibura de Baixo	""	2021-12-02T00:00:00	Atendimento Social				0
14122	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Santana, #$[	Cohab	Ur 05	""	2021-12-02T00:00:00	Atendimento Social				0
14123	Sul	2021	Dezembro	2021-12-02T00:00:00	""	Monitoramento	Rua Santana, `=-[	Cohab	Ur 05	""	2021-12-02T00:00:00	Mapeamento de Area de Risco				0
14124	Sul	2021	Dezembro	2021-12-02T00:00:00	""	""	Rua Cap. Luiz Malheiros, ?_$.	Cohab	Ur 05	""	2021-12-02T00:00:00	Atendimento Social				0
