_id	Regional	Ano	Mês	Data	Ocorrencia	Solicitacao	Endereco	Bairro	Localidade	Grau_de_Risco	Data_da_Acao	Tipo_da_Acao	Quantidade	Altura	Largura	Area_m
11454	Sul	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Moacir Sales, #^>	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11455	Planície	2023	Agosto	2023-08-21T00:00:00	""	""	Rua da Moeda, >#'\	Recife	Sem Localidade	""	2023-08-21T00:00:00	Atendimento Social				0
11456	Sul	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Moacir Sales, {})!	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Atendimento Social				0
11457	Planície	2023	Agosto	2023-08-21T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua da Moeda, $!>=	Recife	Sem Localidade	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11458	Planície	2023	Agosto	2023-08-21T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua da Hora, 9<-%	Espinheiro	Sem Localidade	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11459	Norte	2023	Agosto	2023-08-21T00:00:00	""	Colocação de Lonas Plásticas	Rua Corrego do Deodato, 9<-%	Agua Fria	Corrego do Deodato	""	2023-08-21T00:00:00	""	1	20	8	160
11460	Norte	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Corrego do Deodato, @}>	Agua Fria	Corrego do Deodato	""	2023-08-21T00:00:00	Rocagem				0
11461	Norte	2023	Agosto	2023-08-21T00:00:00	""	Colocação de Lonas Plásticas	Rua Severina Gomes, $!>=	Agua Fria	Alto do Pascoal	""	2023-08-21T00:00:00	""				0
11462	Norte	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Limeira, >#'\	Dois Unidos	Corrego do Morcego	""	2023-08-21T00:00:00	Atendimento Social				0
11463	Norte	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Limeira, ?_$.	Dois Unidos	Corrego do Morcego	""	2023-08-21T00:00:00	Distribuicao de Cestas Basicas	1			0
11464	Norte	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Limeira, `=-[	Dois Unidos	Corrego do Morcego	""	2023-08-21T00:00:00	""	1			0
11465	Norte	2023	Agosto	2023-08-21T00:00:00	""	Vistoria	Rua Vertentes do Lerio, #$[	Dois Unidos	Alto do Rosario	R2	2023-08-21T00:00:00	""				0
11466	Norte	2023	Agosto	2023-08-21T00:00:00	""	Vistoria	Rua Vertentes do Lerio, .[?	Dois Unidos	Alto do Rosario	R2	2023-08-21T00:00:00	""				0
11467	Norte	2023	Agosto	2023-08-21T00:00:00	""	Vistoria	2ª Travessa Vertentes do Lerio, #_|/	Dois Unidos	Alto do Rosario	R2	2023-08-21T00:00:00	""				0
11468	Norte	2023	Agosto	2023-08-21T00:00:00	""	Vistoria	"Rua Vertentes do Lerio, ""#*9"	Dois Unidos	Alto do Rosario	R2	2023-08-21T00:00:00	""				0
11469	Norte	2023	Agosto	2023-08-21T00:00:00	""	Vistoria	"Rua Vertentes do Lerio, +?""]"	Dois Unidos	Alto do Rosario	R2	2023-08-21T00:00:00	""				0
11470	Norte	2023	Agosto	2023-08-21T00:00:00	""	Vistoria	"Rua Sao Lucas, #""#~"	Agua Fria	Alto do Pascoal	R3	2023-08-21T00:00:00	""				0
11471	Norte	2023	Agosto	2023-08-21T00:00:00	""	Colocação de Lonas Plásticas	Rua Jose Amarino, /@9=	Linha do Tiro	Corrego do Tiro	""	2023-08-21T00:00:00	""	3	20	8	480
11472	Norte	2023	Agosto	2023-08-21T00:00:00	""	Colocação de Lonas Plásticas	Rua Vertentes do Lerio, ~|}[	Dois Unidos	Alto do Rosario	""	2023-08-21T00:00:00	""	6	50	8	2400
11473	Norte	2023	Agosto	2023-08-21T00:00:00	""	Colocação de Lonas Plásticas	Rua Pastor Benoby, #^>	Bomba do Hemeterio	Corrego Pastor Benoby	""	2023-08-21T00:00:00	""	3	15	8	360
11474	Norte	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Pastor Benoby, {})!	Bomba do Hemeterio	Corrego Pastor Benoby	""	2023-08-21T00:00:00	Rocagem				0
11475	Planície	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Aurino Eustiquio da Rocha, #_|/	Mangueira	Sem Localidade	""	2023-08-21T00:00:00	Atendimento Social				0
11476	Planície	2023	Agosto	2023-08-21T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	"Rua Edgar Bezerra Lopes, ""#*9"	Varzea	Sem Localidade	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11477	Planície	2023	Agosto	2023-08-21T00:00:00	""	""	"Rua Edgar Bezerra Lopes, +?""]"	Varzea	Sem Localidade	""	2023-08-21T00:00:00	Atendimento Social				0
11478	Planície	2023	Agosto	2023-08-21T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	"Rua Manoel Didier Irma Dorothy, #""#~"	Imbiribeira	Sem Localidade	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11479	Planície	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Manoel Didier Irma Dorothy, /@9=	Imbiribeira	Sem Localidade	""	2023-08-21T00:00:00	Atendimento Social				0
11480	Planície	2023	Agosto	2023-08-21T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua Oiticica Lins, ~|}[	Areias	Sem Localidade	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11481	Planície	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Oiticica Lins, #^>	Areias	Sem Localidade	""	2023-08-21T00:00:00	Atendimento Social				0
11482	Planície	2023	Agosto	2023-08-21T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	2ª Travessa da Baixinha, {})!	Barro	Sem Localidade	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11483	Planície	2023	Agosto	2023-08-21T00:00:00	""	""	2ª Travessa da Baixinha, ^[{	Barro	Sem Localidade	""	2023-08-21T00:00:00	Atendimento Social				0
11484	Planície	2023	Agosto	2023-08-21T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	1ª Travessa Manoel Salvador, .<^&	Areias	Sem Localidade	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11485	Planície	2023	Agosto	2023-08-21T00:00:00	""	""	1ª Travessa Manoel Salvador, %$<!	Areias	Sem Localidade	""	2023-08-21T00:00:00	Atendimento Social				0
11486	Planície	2023	Agosto	2023-08-21T00:00:00	""	""	Rua da Hora, @}>	Espinheiro	Sem Localidade	""	2023-08-21T00:00:00	Atendimento Social				0
11487	Norte	2023	Agosto	2023-08-21T00:00:00	""	Colocação de Lonas Plásticas	Rua Corrego do Deodato, %$<!	Agua Fria	Corrego do Deodato	""	2023-08-21T00:00:00	""	4	15	8	480
11488	Sul	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Professor Mario Neves Batista, ^[{	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11489	Sul	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Prof. Mario Neves Batista, %$<!	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11490	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Corrego Santa Tereza, /@9=	Passarinho	Corrego Santa Tereza	R2	2023-08-22T00:00:00	Atendimento Social				0
11491	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Cosme e Damiao, ~|}[	Passarinho	Vila Canaa	R1	2023-08-22T00:00:00	Atendimento Social				0
11492	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Subida do Japones, #^>	Passarinho	Corrego da Bica	R3	2023-08-22T00:00:00	Atendimento Social				0
11493	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Primavera, {})!	Passarinho	Alto da Telha	R3	2023-08-22T00:00:00	Atendimento Social				0
11494	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Primavera, ^[{	Passarinho	Alto da Telha	R3	2023-08-22T00:00:00	Atendimento Social				0
11495	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	4ª Subida Corrego Bica, .<^&	Passarinho	Corrego da Bica	R3	2023-08-22T00:00:00	Atendimento Social				0
11496	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Antonio Pinto Lapa, %$<!	Vasco da Gama 	Corrego do Carua	R3	2023-08-22T00:00:00	Atendimento Social				0
11497	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Pitarana, 9<-%	Vasco da Gama 	Alto do Eucalipto	R3	2023-08-22T00:00:00	Atendimento Social				0
11498	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Joao Mendes de Araujo, @}>	Macaxeira 	Burity	R3	2023-08-22T00:00:00	Atendimento Social				0
11499	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	1ª Travessa Rua Santa Gertrudes, $!>=	Morro da Conceicao	Morro da Conceicao	R3	2023-08-22T00:00:00	Atendimento Social				0
11500	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Alto N. S. de Fatima, >#'\	Vasco da Gama 	Alto Nossa Senhora de Fatima	R3	2023-08-22T00:00:00	Atendimento Social				0
11501	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Sao Sebastiao, ?_$.	Macaxeira 	Burity	R3	2023-08-22T00:00:00	Atendimento Social				0
11502	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Taguai, `=-[	Alto Jose Bonifacio 	Alto Jose Bonifacio	R3	2023-08-22T00:00:00	Atendimento Social				0
11503	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Luis Jacinto da Silva, #$[	Nova Descoberta	Corrego do Beiju	R3	2023-08-22T00:00:00	Atendimento Social				0
11504	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Travessa Eustaquio de Barros, .[?	Alto Jose Bonifacio 	Alto Jose Bonifacio	R3	2023-08-22T00:00:00	Atendimento Social				0
11505	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Belizario, #_|/	Vasco da Gama 	Vasco da Gama	R3	2023-08-22T00:00:00	Atendimento Social				0
11506	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	"2ª Travessa Jose Reboucas, ""#*9"	Vasco da Gama 	Alto Nossa Senhora de Fatima	R3	2023-08-22T00:00:00	Atendimento Social				0
11507	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	"Rua Cerro Azul, +?""]"	Nova Descoberta	Nova Descoberta	R3	2023-08-22T00:00:00	Atendimento Social				0
11508	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	"Rua Ibitita, #""#~"	Alto Jose Bonifacio 	Alto Jose Bonifacio	R3	2023-08-22T00:00:00	Atendimento Social				0
11509	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	2ª Travessa Sirigi, /@9=	Nao Informado	Alto do Mandu	R3	2023-08-22T00:00:00	Atendimento Social				0
11510	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Albertina, ~|}[	Alto Jose Bonifacio 	Nao Cadastrada	R3	2023-08-22T00:00:00	Atendimento Social				0
11511	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Jose Carlos Novaes da Mata Machado, #^>	Macaxeira 	Burity	R3	2023-08-22T00:00:00	Atendimento Social				0
11512	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Sempre Viva, {})!	Macaxeira 	Burity	R3	2023-08-22T00:00:00	Atendimento Social				0
11513	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Alto Jose Bonifacio, ^[{	Alto Jose Bonifacio 	Alto Jose Bonifacio	R3	2023-08-22T00:00:00	Atendimento Social				0
11514	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Sempre Viva, .<^&	Macaxeira 	Burity	R3	2023-08-22T00:00:00	Atendimento Social				0
11515	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Sempre Viva, %$<!	Macaxeira 	Burity	R3	2023-08-22T00:00:00	Atendimento Social				0
11516	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Subida do Pensamento, 9<-%	Vasco da Gama 	Alto 13 de Maio	R3	2023-08-22T00:00:00	Atendimento Social				0
11517	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	"Rua Alto da Telha, #""#~"	Passarinho	Alto da Telha	R1	2023-08-22T00:00:00	Atendimento Social				0
11518	Sul	2023	Agosto	2023-08-21T00:00:00	""	""	Professor Mario Neves Batista, .<^&	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Atendimento Social				0
11519	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	"2ª Subida Corrego Bica, +?""]"	Passarinho	Corrego da Bica	R3	2023-08-22T00:00:00	Atendimento Social				0
11520	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Alto da Bica, #_|/	Passarinho	Alto da Bica	R3	2023-08-22T00:00:00	Atendimento Social				0
11521	Sul	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Prof. Mario Neves Batista, 9<-%	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Atendimento Social				0
11522	Sul	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Professor Mario Neves Batista, @}>	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11523	Sul	2023	Agosto	2023-08-21T00:00:00	""	""	Professor Mario Neves Batista, $!>=	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Atendimento Social				0
11524	Sul	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Prof. Mario Neves Batista, >#'\	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11525	Sul	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Prof. Mario Neves Batista, ?_$.	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Atendimento Social				0
11526	Sul	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Jornalista Nelson Rodrigues, `=-[	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11527	Sul	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Jornalista Nelson Rodrigues, #$[	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Atendimento Social				0
11528	Sul	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Jornalista Nelson Rodrigues, .[?	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Analise Visual Estrutural				0
11529	Sul	2023	Agosto	2023-08-21T00:00:00	""	""	Rua Jornalista Nelson Rodrigues, #_|/	Cohab	Lagoa Encantada	""	2023-08-21T00:00:00	Atendimento Social				0
11530	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	"Rua Maria Amelia, ""#*9"	Passarinho	Corrego da Bica	""	2023-08-22T00:00:00	""	2	20	8	320
11531	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	"3ª Subida Corrego da Bica, +?""]"	Passarinho	Corrego da Bica	""	2023-08-22T00:00:00	""	2	15	8	240
11532	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	"3ª Subida Corrego da Bica, #""#~"	Passarinho	Corrego da Bica	""	2023-08-22T00:00:00	""	1	20	8	160
11533	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	Rua Corrego da Bica, /@9=	Passarinho	Corrego da Bica	""	2023-08-22T00:00:00	""	7	15	8	840
11534	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	6ª Travessa Corrego da Bica, ~|}[	Passarinho	Corrego da Bica	""	2023-08-22T00:00:00	""	4	15	8	480
11535	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	6ª Travessa Corrego da Bica, #^>	Passarinho	Corrego da Bica	""	2023-08-22T00:00:00	""	2	20	8	320
11536	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	5ª Travessa Corrego da Bica, {})!	Passarinho	Corrego da Bica	""	2023-08-22T00:00:00	""	2	15	8	240
11537	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	3ª Subida Corrego da Bica, ^[{	Passarinho	Corrego da Bica	""	2023-08-22T00:00:00	""	1	15	8	120
11538	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	""	Rua Iracena, .<^&	Nova Descoberta	Corrego do Inacio	""	2023-08-22T00:00:00	Rocagem	1	72	10	720
11539	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	Rua Arace, %$<!	Nova Descoberta	Alto da Brasileira	""	2023-08-22T00:00:00	""	2	15	8	240
11540	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	""	Rua Arace, 9<-%	Nova Descoberta	Alto da Brasileira	""	2023-08-22T00:00:00	Rocagem	1	24	10	240
11541	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	""	Rua Arace, @}>	Nova Descoberta	Alto da Brasileira	""	2023-08-22T00:00:00	Corte de Arvores	1			0
11542	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	Rua Joao Limoeiro, $!>=	Dois Irmaos	Corrego da Fortuna	""	2023-08-22T00:00:00	""	2	15	8	240
11543	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	Rua Joao Limoeiro, >#'\	Dois Irmaos	Corrego da Fortuna	""	2023-08-22T00:00:00	""	2	15	8	240
11544	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	Rua Joao Limoeiro, ?_$.	Dois Irmaos	Corrego da Fortuna	""	2023-08-22T00:00:00	""	2	15	8	240
11545	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Colocação de Lonas Plásticas	Rua Joao Limoeiro, `=-[	Dois Irmaos	Corrego da Fortuna	""	2023-08-22T00:00:00	""	2	15	8	240
11546	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Avenida Chagas Ferreira, #$[	Passarinho	Alto Santa Tereza	R1	2023-08-22T00:00:00	Atendimento Social				0
11547	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Alto da Bica, .[?	Passarinho	Alto da Bica	R3	2023-08-22T00:00:00	Atendimento Social				0
11548	Nordeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	"Rua Alto da Bica, ""#*9"	Passarinho	Alto da Bica	R3	2023-08-22T00:00:00	Atendimento Social				0
11549	Noroeste	2023	Agosto	2023-08-22T00:00:00	""	Monitoramento	Rua Itarapina, @}>	Nova Descoberta	Alto do Cruzeiro	R3	2023-08-22T00:00:00	Atendimento Social				0
11550	Norte	2023	Agosto	2023-08-21T00:00:00	""	Vistoria	Rua Coronel Pilar, .<^&	Dois Unidos	Dois Unidos	R3	2023-08-21T00:00:00	""				0
11551	Norte	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua do Candomble, {})!	Linha do Tiro	Corrego do Abdias	""	2023-08-21T00:00:00	""				0
11552	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Curupa, $!>=	Nova Descoberta	Corrego da Joselia	R3	2023-08-21T00:00:00	Atendimento Social				0
11553	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Alto Santa Luzia, >#'\	Macaxeira 	Burity	R3	2023-08-21T00:00:00	Atendimento Social				0
11554	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Bacardi, ?_$.	Vasco da Gama 	Corrego do Botijao	R3	2023-08-21T00:00:00	Atendimento Social				0
11555	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	1ª Travessa Pirizal, `=-[	Vasco da Gama 	Corrego do Carua	R3	2023-08-21T00:00:00	Atendimento Social				0
11556	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Avenida Joselia, #$[	Nova Descoberta	Corrego da Joselia	R3	2023-08-21T00:00:00	Atendimento Social				0
11557	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	2ª Subida do Comissario, .[?	Nova Descoberta	Corrego da Joselia	R3	2023-08-21T00:00:00	Atendimento Social				0
11558	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Corrego do Arcanjo, #_|/	Nova Descoberta	Nova Descoberta	R3	2023-08-21T00:00:00	Atendimento Social				0
11559	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	"Rua Corrego do Arcanjo, ""#*9"	Alto Jose Bonifacio 	Alto do Brasil	R3	2023-08-21T00:00:00	Atendimento Social				0
11560	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	"Rua Jose Azevedo Maia, +?""]"	Nova Descoberta	Olho D'Agua	R3	2023-08-21T00:00:00	Atendimento Social				0
11561	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	"2ª Travessa Sirigi, #""#~"	Nao Informado	Alto do Mandu	R3	2023-08-21T00:00:00	Atendimento Social				0
11562	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Ladeira do Bartolomeu, /@9=	Morro da Conceicao	Corrego do Bartolomeu	R3	2023-08-21T00:00:00	Atendimento Social				0
11563	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Tamaniqua, ~|}[	Nova Descoberta	Nova Descoberta	R3	2023-08-21T00:00:00	Atendimento Social				0
11564	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Alto Santa Luzia, #^>	Macaxeira 	Macaxeira	R3	2023-08-21T00:00:00	Atendimento Social				0
11565	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Bonfim, {})!	Nova Descoberta	Nova Descoberta	R3	2023-08-21T00:00:00	Atendimento Social				0
11566	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Isis Dias de Oliveira, ^[{	Macaxeira 	Macaxeira	R3	2023-08-21T00:00:00	Atendimento Social				0
11567	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Tupitinga, .<^&	Macaxeira 	Macaxeira	R3	2023-08-21T00:00:00	Atendimento Social				0
11568	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Marihinha, %$<!	Macaxeira 	Burity	R3	2023-08-21T00:00:00	Atendimento Social				0
11569	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	2ª Subida do Comissario, 9<-%	Nova Descoberta	Corrego da Joselia	R3	2023-08-21T00:00:00	Atendimento Social				0
11570	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	2ª Travessa Severino Bernardino, @}>	Nao Informado	Alto Jose do Pinho	R3	2023-08-21T00:00:00	Atendimento Social				0
11571	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Sobral Pinto, $!>=	Nova Descoberta	Alto Jardim Progresso	R3	2023-08-21T00:00:00	Atendimento Social				0
11572	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Alto do Brasil, >#'\	Nao Informado	Nao Cadastrada	R3	2023-08-21T00:00:00	Atendimento Social				0
11573	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	2ª Travessa Siriji, ?_$.	Nao Informado	Alto do Mandu	R3	2023-08-21T00:00:00	Atendimento Social				0
11574	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Itauna, `=-[	Alto Jose Bonifacio 	Alto Jose Bonifacio	R3	2023-08-21T00:00:00	Atendimento Social				0
11575	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Buritirano, #$[	Nova Descoberta	Alto Jardim Progresso	R3	2023-08-21T00:00:00	Atendimento Social				0
11576	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Jose Azevedo Maia, .[?	Nova Descoberta	Olho D'Agua	R3	2023-08-21T00:00:00	Atendimento Social				0
11577	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	1ª Subida do Beiju, #_|/	Nova Descoberta	Corrego do Beiju	R3	2023-08-21T00:00:00	Atendimento Social				0
11578	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	"Rua Alto Santa Luzia, ""#*9"	Macaxeira 	Macaxeira	R3	2023-08-21T00:00:00	Atendimento Social				0
11579	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Diadema, @}>	Vasco da Gama 	Nao Cadastrada	R3	2023-08-21T00:00:00	Atendimento Social				0
11580	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	"Rua Sao Jeronimo, +?""]"	Alto Jose Bonifacio 	Corrego Jose Grande	R3	2023-08-21T00:00:00	Atendimento Social				0
11581	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Diadema, 9<-%	Vasco da Gama 	Nao Cadastrada	R3	2023-08-21T00:00:00	Atendimento Social				0
11582	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Subida do Pensamento, .<^&	Vasco da Gama 	Alto 13 de Maio	R3	2023-08-21T00:00:00	Atendimento Social				0
11583	Nordeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	"Rua Antonio Dias Adorno, ""#*9"	Corrego do Jenipapo	Corrego do Marreco	R3	2023-08-21T00:00:00	Atendimento Social				0
11584	Nordeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	"Rua Antonio Dias Adorno, +?""]"	Corrego do Jenipapo	Corrego do Marreco	R3	2023-08-21T00:00:00	Atendimento Social				0
11585	Nordeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	"Rua Antonio Dias Adorno, #""#~"	Corrego do Jenipapo	Corrego do Marreco	R3	2023-08-21T00:00:00	Atendimento Social				0
11586	Nordeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Antonio Dias Adorno, /@9=	Corrego do Jenipapo	Corrego do Marreco	R3	2023-08-21T00:00:00	Atendimento Social				0
11587	Nordeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Alto da Loura, ~|}[	Guabiraba	Alto da Loura	R3	2023-08-21T00:00:00	Atendimento Social				0
11588	Nordeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Alto da Loura, #^>	Guabiraba	Alto da Loura	R3	2023-08-21T00:00:00	Atendimento Social				0
11589	Nordeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Alto do Reservatorio, {})!	Nova Descoberta	Alto do Reservatorio	R3	2023-08-21T00:00:00	Atendimento Social				0
11590	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Antonio Pinto Lapa, ^[{	Vasco da Gama 	Corrego do Carua	R3	2023-08-21T00:00:00	Atendimento Social				0
11591	Noroeste	2023	Agosto	2023-08-21T00:00:00	""	Monitoramento	Rua Pitarana, .<^&	Vasco da Gama 	Alto do Eucalipto	R3	2023-08-21T00:00:00	Atendimento Social				0
